UID	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6511_01a_11r_1736_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_3909_01a_01r_1119_07_bed
EIF2B5:ENSG00000145191:I11.1-E12.1|ENSG00000145191:E11.3-E12.2	0.09	0.04	0.07	0.0	0.0	0.07	0.0	0.06	0.07	0.06	0.09	0.07	0.08	0.04	0.06	0.1	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.06	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.0	0.03	0.08	0.06	0.0	0.05	0.0	0.04	0.05	0.05	0.04	0.04	0.0	0.08	0.06	0.04	0.0	0.0	0.03	0.0	0.0	0.12	0.16	0.04	0.1	0.09	0.14	0.05	0.05	0.06	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.1	0.0	0.06	0.0	0.04	0.07	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.06	0.13	0.0	0.17	0.15	0.0	0.08	0.12	0.0	0.0	0.08	0.08	0.0	0.0	0.0	0.12	0.06	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.14	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.11	0.0	0.0
RING1:ENSG00000204227:I5.1-E6.1|ENSG00000204227:E5.1-E6.1	0.11	0.11	0.09	0.0	0.08	0.06	0.0	0.07	0.1	0.0	0.16	0.15	0.12	0.07	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.07	0.0	0.07	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.03	0.07	0.0	0.0	0.0	0.09	0.06	0.0	0.06	0.0	0.0	0.05	0.0	0.0	0.06	0.05	0.0	0.0	0.21	0.12	0.12	0.0	0.09	0.18	0.11	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.05	0.07	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPN15:ENSG00000103326:I13.1-E14.1|ENSG00000103326:E13.1-E14.1	0.08	0.12	0.12	0.08	0.0	0.15	0.0	0.08	0.21	0.11	0.08	0.08	0.16	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11	0.05	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.05	0.09	0.0	0.0	0.07	0.0	0.0	0.0	0.08	0.0	0.12	0.11	0.11	0.06	0.07	0.0	0.0	0.0	0.1	0.08	0.0	0.0	0.0	0.0	0.1	0.27	0.14	0.0	0.15	0.0	0.17	0.19	0.11	0.0	0.0	0.0	0.0	0.0	0.09	0.06	0.1	0.0	0.0	0.09	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.22	0.28	0.0	0.0	0.0	0.13	0.23	0.0	0.0	0.18	0.14	0.12	0.0	0.1	0.0	0.11	0.2	0.17	0.12	0.0	0.14	0.17	0.0	0.11	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.27	0.28	0.0	0.3	0.0	0.12	0.0	0.16	0.32	0.0	0.0	0.0	0.0	0.22	0.14	0.1	0.0	0.18	0.0	0.0	0.06
PABPC4:ENSG00000090621:E4.4-E5.1|ENSG00000090621:E4.1-E5.1	0.07	0.02	0.05	0.07	0.08	0.04	0.04	0.07	0.01	-0.0	-0.0	0.02	0.08	0.03	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.09	-0.0	-0.0	0.0	0.0	0.06	0.0	0.04	0.04	0.07	-0.0	-0.0	0.02	-0.0	0.11	-0.0	0.01	0.04	0.0	-0.0	0.01	-0.0	-0.0	0.0	-0.0	0.07	-0.0	0.11	-0.0	0.07	-0.0	-0.0	0.01	0.0	-0.0	0.02	-0.0	0.02	0.09	0.04	0.06	0.11	0.11	0.04	-0.0	0.09	0.06	-0.0	0.0	-0.0	-0.0	0.07	0.04	0.09	0.03	0.03	0.07	0.05	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.06	-0.0	-0.0	-0.0	-0.0	-0.0	0.01	0.02	-0.0	0.03	0.1	0.36	0.26	0.3	0.14	-0.0	0.32	0.12	0.06	-0.1	0.3	-0.0	0.08	0.1	-0.0	0.0	0.1	-0.0	0.01	0.12	-0.0	-0.0	-0.0	0.09	-0.0	-0.0	0.02	0.05	-0.0	0.01	0.0	-0.0	0.0	0.02	-0.0	-0.0	0.03	0.1	-0.0	0.04	0.1	-0.0	-0.0	-0.0	-0.0	-0.0	0.01	0.02	0.01	-0.0	-0.1	0.24	-0.0	0.02	0.34	-0.0	-0.0	0.01	0.1	0.06	-0.0	-0.0	0.01	0.06	-0.0	0.04	-0.0	-0.0	0.08	0.05	-0.0	0.06	-0.0	-0.0	0.0
FANCG:ENSG00000221829:E8.2-E9.2_35075729|ENSG00000221829:E8.2-E9.1	0.03	0.00	0.09	0.05	0.08	0.02	0.0	0.02	0.03	-0.0	0.06	0.15	0.03	0.02	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.03	0.03	-0.0	0.03	-0.0	-0.0	0.08	0.00	0.05	-0.0	0.00	0.06	-0.0	0.03	0.09	-0.0	-0.0	0.06	0.06	-0.0	-0.0	0.09	0.06	0.06	0.0	0.0	0.05	-0.0	-0.0	0.02	0.05	0.15	0.05	0.06	0.11	0.11	-0.0	0.00	0.06	-0.0	-0.0	-0.0	0.06	-0.0	-0.0	0.03	0.15	0.14	0.21	0.09	0.06	-0.0	-0.0	0.09	-0.0	0.0	-0.0	-0.0	0.0	0.05	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.00	-0.0	0.09	0.19	0.05	0.03	-0.0	0.05	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.03	-0.0	0.05	-0.0	-0.0	0.09	0.02	-0.0	0.08	0.03	-0.0	-0.0	-0.0	0.32	0.09	0.03	-0.0	-0.0	0.00	-0.0	-0.0	0.13	0.06	-0.0	0.09	-0.0	-0.0	0.03	0.02	0.00	-0.0	0.06	0.03	-0.0	-0.0	0.19	-0.0	-0.0	0.00	0.03	-0.0	-0.0	-0.0	0.11	0.0	-0.0	0.16	-0.0	0.02	0.15	-0.0	-0.0	-0.0	0.15	0.03	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.11	0.09	0.09	0.06	-0.0	-0.0	0.09	-0.0
AARS2:ENSG00000124608:E16.1-I16.1|ENSG00000124608:E16.1-E17.1	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.13	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0
PHPT1:ENSG00000054148:E3.5-E4.1|ENSG00000054148:E3.2-E4.1	0.11	0.07	0.12	-0.0	0.07	-0.0	0.07	0.12	-0.0	0.01	-0.0	0.0	0.04	0.1	0.19	0.01	0.06	0.17	0.03	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.1	0.04	0.04	0.0	-0.0	0.13	0.03	0.15	-0.0	-0.0	-0.0	0.06	0.01	0.01	0.11	-0.0	0.04	-0.0	0.15	0.01	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.22	-0.0	0.03	0.0	0.07	-0.0	-0.0	0.07	-0.0	-0.0	-0.0	0.0	0.09	-0.0	0.01	0.18	0.04	0.0	0.11	0.29	0.04	-0.0	-0.0	-0.0	-0.0	-0.0	0.07	0.17	-0.0	-0.0	0.07	0.26	-0.0	-0.0	0.01	-0.0	-0.0	-0.0	0.04	-0.0	0.1	-0.0	0.01	0.09	-0.0	-0.0	0.0	0.09	0.06	0.01	0.12	-0.0	0.01	-0.0	0.07	-0.1	-0.0	-0.0	-0.0	0.24	-0.0	-0.0	0.04	-0.0	-0.0	-0.0	0.01	0.15	0.01	0.06	0.01	-0.0	-0.0	-0.0	0.04	0.01	-0.0	-0.0	0.01	0.01	0.01	-0.0	0.01	0.07	-0.0	-0.0	0.03	0.0	-0.0	-0.0	0.0	-0.0	-0.1	0.04	0.04	0.01	-0.0	-0.0	0.12	-0.1	-0.0	0.04	0.09	0.12	-0.0	0.12	0.04	0.11	-0.1	0.13	-0.0	0.01	0.16	-0.0	-0.1	-0.0	-0.0	-0.0	0.04	0.04	-0.0	-0.0	0.0	-0.0	-0.0
RABGGTB:ENSG00000137955:E5.2-E5.5|ENSG00000137955:E5.2-E7.2	0.04	0.1	0.03	0.03	0.01	0.0	0.04	0.03	0.0	0.02	0.03	0.04	0.02	0.03	0.02	0.05	0.02	0.01	0.08	-0.0	-0.0	-0.0	0.01	0.01	0.0	0.08	0.03	0.02	0.02	-0.0	0.03	0.07	0.01	0.01	0.08	0.01	0.05	0.0	0.02	0.01	-0.0	0.01	0.02	0.08	0.03	0.08	-0.0	0.05	0.01	-0.0	0.02	0.0	0.0	0.02	0.11	0.05	0.06	0.04	-0.0	0.09	0.06	0.12	0.06	-0.0	0.13	0.01	0.06	0.09	0.11	0.0	0.03	0.08	0.14	-0.0	-0.0	0.0	0.0	-0.0	0.05	0.0	0.03	0.01	0.06	0.02	0.18	0.11	0.0	-0.0	0.06	-0.0	0.06	0.05	0.04	0.01	-0.0	-0.0	0.04	-0.0	0.03	0.06	0.03	0.01	-0.0	-0.1	0.16	-0.0	0.32	-0.1	-0.0	-0.0	0.12	-0.1	0.09	-0.0	-0.0	-0.0	-0.1	0.12	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.03	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.03	-0.0	0.03	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.1	0.02	-0.0	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	0.02	-0.0	-0.0	-0.0	0.01	-0.0	-0.0	0.06	-0.1	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
NT5C3B:ENSG00000141698:E1.18-E2.2|ENSG00000141698:E1.15-E2.2	0.12	-0.0	0.03	0.06	0.13	0.09	-0.0	-0.0	0.01	-0.0	-0.0	-0.0	0.00	-0.0	0.04	0.10	0.0	0.07	0.09	0.09	0.09	-0.0	0.18	-0.1	-0.0	0.03	-0.0	-0.0	-0.1	-0.0	0.00	0.00	0.06	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	0.00	-0.0	-0.0	0.0	0.14	0.06	-0.0	0.03	-0.0	0.03	0.00	-0.1	0.00	0.16	0.07	-0.0	-0.0	-0.0	0.19	0.06	0.06	-0.0	-0.0	0.10	0.06	0.33	0.09	0.04	-0.0	0.10	-0.0	-0.0	0.15	0.12	-0.0	0.07	0.04	-0.0	0.06	-0.0	0.03	-0.0	0.03	0.0	0.06	0.0	0.09	0.03	-0.0	-0.0	0.10	-0.0	0.01	-0.0	-0.0	0.01	0.09	-0.0	0.04	0.06	-0.0	0.01	0.07	0.03	-0.1	0.12	0.0	-0.0	-0.1	-0.0	-0.1	-0.1	-0.1	0.57	-0.1	-0.1	-0.0	0.14	-0.1	0.10	-0.1	-0.0	0.10	-0.0	-0.0	-0.0	-0.0	-0.0	0.00	-0.0	0.0	-0.0	0.0	0.04	-0.1	-0.0	-0.0	-0.0	-0.0	-0.0	0.01	-0.1	0.00	-0.0	-0.0	-0.0	0.0	0.03	-0.0	0.01	-0.0	-0.1	0.06	0.04	-0.0	0.06	0.07	0.14	0.04	0.06	0.09	-0.0	0.03	0.09	0.00	0.00	0.09	-0.0	-0.0	-0.0	0.00	-0.0	0.03	0.03	-0.1	-0.1	-0.0	0.07
TTC38:ENSG00000075234:E17.1-E18.1|ENSG00000075234:E16.1-E18.1	0.15	0.03	0.0	0.06	0.06	0.06	0.06	-0.0	0.31	0.03	0.11	0.23	0.09	-0.0	0.12	0.12	-0.0	0.00	-0.0	-0.0	-0.0	-0.1	-0.0	-0.1	-0.0	-0.0	-0.0	0.07	0.03	-0.0	0.03	0.03	0.03	0.04	-0.0	0.03	-0.0	0.0	0.0	-0.0	-0.0	0.00	0.04	0.03	-0.0	-0.1	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.00	-0.0	-0.0	-0.0	0.06	-0.0	0.07	-0.0	-0.0	0.03	-0.0	0.22	0.13	-0.0	0.1	0.13	-0.0	0.03	-0.0	0.12	0.0	-0.0	-0.0	-0.0	-0.0	0.07	-0.0	-0.0	0.04	0.1	0.06	-0.0	0.23	-0.0	0.15	0.06	0.1	-0.0	0.07	-0.0	0.00	0.00	-0.0	-0.0	-0.0	-0.0	-0.1	-0.0	0.04	-0.0	0.03	0.03	-0.0	0.11	-0.0	0.06	-0.0	-0.0	-0.1	0.39	-0.1	-0.0	-0.1	0.00	0.1	0.0	0.0	-0.0	0.09	-0.0	0.06	0.06	0.12	0.04	-0.0	-0.0	-0.0	-0.0	0.01	0.01	-0.1	0.06	-0.0	-0.0	0.03	0.03	0.03	-0.1	0.03	-0.0	-0.0	-0.0	0.06	0.04	-0.0	0.04	-0.0	-0.0	-0.1	-0.0	0.11	0.23	0.03	0.03	0.06	0.03	0.01	0.16	-0.1	-0.1	0.01	0.0	-0.1	-0.0	0.0	0.0	0.06	0.01	-0.0	0.03	-0.0	-0.0	0.01	-0.0
TRIP10:ENSG00000125733:E9.2-E11.3|ENSG00000125733:E10.4-E11.3	0.02	-0.1	-0.0	-0.1	-0.2	-0.1	-0.0	-0.0	0.0	0.02	-0.0	-0.2	-0.1	-0.0	-0.0	-0.1	0.0	-0.1	-0.3	-0.1	-0.0	0.09	0.17	-0.0	-0.0	0.08	-0.2	0.03	-0.0	0.11	0.01	0.16	0.07	-0.0	-0.1	0.03	0.06	0.13	0.13	-0.0	0.14	-0.0	-0.1	0.05	-0.0	0.08	0.11	-0.1	0.07	-0.2	0.01	-0.1	0.0	-0.0	0.09	0.10	0.02	0.0	0.04	-0.1	-0.0	0.01	-0.0	0.01	-0.1	-0.2	-0.1	-0.1	0.02	-0.0	-0.0	-0.0	-0.1	0.14	-0.3	-0.2	0.13	-0.0	-0.1	-0.0	-0.0	0.01	0.0	0.23	-0.1	-0.0	0.03	0.15	0.08	-0.0	-0.0	-0.0	-0.1	0.20	0.05	0.02	0.08	0.08	0.10	-0.0	0.12	-0.0	-0.0	-0.2	-0.1	-0.2	-0.0	0.04	-0.0	0.12	-0.0	-0.6	-0.0	0.09	0.07	0.08	0.01	-0.1	0.08	-0.0	0.07	0.01	0.17	0.06	-0.0	0.05	0.30	0.10	0.07	-0.1	0.09	0.07	-0.0	0.20	0.16	0.10	0.19	0.03	0.17	0.17	-0.0	0.10	0.12	-0.1	0.01	-0.0	0.06	0.0	0.03	0.10	0.08	0.09	0.0	0.10	-0.1	-0.0	-0.0	-0.1	-0.0	0.04	0.08	-0.0	-0.2	0.10	-0.0	0.01	0.16	0.0	0.10	0.13	-0.0	-0.0	0.05	0.19	-0.1	0.05	0.07
TNPO2:ENSG00000105576:E17.2-E19.2|ENSG00000105576:E17.2-E18.1	0.01	-0.0	-0.1	-0.0	-0.0	0.01	-0.0	-0.0	0.0	-0.1	-0.0	0.04	-0.0	0.0	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.05	0.05	-0.0	0.04	0.01	0.05	-0.1	0.02	-0.0	-0.0	-0.0	0.03	-0.0	-0.0	0.0	0.02	0.02	0.07	0.04	0.02	-0.0	-0.0	-0.0	0.01	-0.0	-0.0	0.05	-0.0	0.06	0.01	-0.0	0.0	0.05	-0.1	0.04	-0.0	-0.0	0.03	0.05	0.02	-0.1	-0.0	-0.3	-0.0	-0.0	-0.0	-0.0	-0.1	0.04	-0.0	-0.0	0.07	0.01	-0.0	0.01	0.0	0.05	-0.0	0.06	0.0	0.07	-0.0	-0.0	-0.0	0.01	0.01	0.05	0.09	0.05	-0.0	-0.0	0.02	-0.0	0.08	0.06	0.05	0.08	0.0	-0.0	0.01	0.05	-0.0	0.12	-0.1	-0.0	-0.8	-0.0	-0.1	-0.1	-0.8	-0.0	0.05	0.03	0.09	0.05	0.02	-0.1	0.01	0.05	0.03	0.03	0.07	0.05	0.05	-0.0	0.03	-0.0	-0.0	0.05	-0.0	0.02	0.12	0.06	-0.0	0.05	-0.1	0.03	-0.0	0.01	0.0	-0.0	-0.1	0.0	0.07	0.01	-0.0	0.05	-0.0	-0.0	0.12	-0.8	-0.0	-0.0	-0.1	-0.3	-0.1	0.0	0.03	-0.0	0.02	-0.0	0.03	0.12	0.06	0.06	0.06	-0.0	0.07	0.04	0.02	0.05	0.05	0.0	-0.0	0.12
