uid	tcga_dk_a3il_01a_bed	tcga_bt_a42e_01a_bed	tcga_dk_a3im_01a_bed	tcga_fd_a43p_01a_bed	tcga_e7_a85h_01a_bed	tcga_yc_a89h_01a_bed	tcga_cu_a0yo_01a_bed	tcga_xf_aan5_01a_bed	tcga_fd_a3b5_01a_bed	tcga_e7_a541_01a_bed	tcga_dk_aa6m_01a_bed	tcga_gc_a3wc_11a_bed	tcga_ft_a61p_01a_bed	tcga_k4_a5ri_11a_bed	tcga_gd_a3op_11a_bed	tcga_fd_a6ta_01a_bed	tcga_gu_a767_01a_bed	tcga_fd_a6th_01a_bed	tcga_zf_aa56_01a_bed	tcga_bt_a20n_11a_bed	tcga_zf_a9r3_01a_bed	tcga_dk_a1ac_01a_bed	tcga_dk_a3is_01a_bed	tcga_zf_aa4v_01a_bed	tcga_hq_a5nd_01a_bed	tcga_fd_a6tg_01a_bed	tcga_xf_aan0_01a_bed	tcga_fd_a3sl_01a_bed	tcga_zf_aa4w_01a_bed	tcga_e7_a678_01a_bed	tcga_uy_a9pa_01a_bed	tcga_fd_a3n6_01a_bed	tcga_cf_a9fh_01a_bed	tcga_xf_a9sk_01a_bed	tcga_gd_a3op_01a_bed	tcga_yf_aa3l_01a_bed	tcga_fd_a5by_01a_bed	tcga_fd_a3sq_01a_bed	tcga_k4_a6mb_01a_bed	tcga_fd_a5bu_01a_bed	tcga_cf_a7i0_01a_bed	tcga_fd_a6tk_01a_bed	tcga_xf_aamg_01a_bed	tcga_e7_a4xj_01a_bed	tcga_bt_a20q_01a_bed	tcga_bl_a13i_01a_bed	tcga_uy_a78o_01a_bed	tcga_gv_a3qi_01a_bed	tcga_uy_a8ob_01a_bed	tcga_dk_a6b5_01a_bed	tcga_fd_a6te_01a_bed	tcga_bt_a20n_01a_bed	tcga_dk_a1a6_01a_bed	tcga_dk_aa71_01a_bed	tcga_xf_a9sh_01a_bed	tcga_k4_a3wu_01b_bed	tcga_bt_a0s7_01a_bed	tcga_xf_aamy_01a_bed	tcga_4z_aa7m_01a_bed	tcga_g2_a3ib_01a_bed	tcga_bt_a20u_11a_bed	tcga_dk_a2i6_01a_bed	tcga_k4_a5ri_01a_bed	tcga_dk_a1ag_01a_bed	tcga_fd_a5bt_01a_bed	tcga_fd_a3na_01a_bed	tcga_e7_a8o7_01a_bed	tcga_bt_a2lb_11a_bed	tcga_4z_aa7q_01a_bed	tcga_zf_a9r1_01a_bed	tcga_xf_a9t6_01a_bed	tcga_bl_a3jm_01a_bed	tcga_fd_a5br_01a_bed	tcga_e7_a7xn_01a_bed	tcga_dk_aa6p_01a_bed	tcga_fd_a62n_01a_bed	tcga_gc_a3rb_01a_bed	tcga_r3_a69x_01a_bed	tcga_xf_a9t0_01a_bed	tcga_k4_a3wv_11a_bed	tcga_4z_aa7o_01a_bed	tcga_e7_a97p_01a_bed	tcga_g2_a2eo_01a_bed	tcga_zf_a9r5_01a_bed	tcga_gu_a42r_01a_bed	tcga_zf_aa4t_01a_bed	tcga_xf_a9sp_01a_bed	tcga_fd_a5bz_01a_bed	tcga_fd_a43s_01a_bed	tcga_fd_a62s_01a_bed	tcga_uy_a9pb_01a_bed	tcga_cu_a72e_01a_bed	tcga_zf_a9rc_01a_bed	tcga_g2_a2es_01a_bed	tcga_ft_a3ee_01a_bed	tcga_dk_a1a7_01a_bed	tcga_k4_a83p_01a_bed	tcga_dk_a6aw_01a_bed	tcga_uy_a9pd_01a_bed	tcga_e5_a2pc_01a_bed	tcga_xf_aan1_01a_bed	tcga_xf_a9t2_01a_bed	tcga_zf_aa54_01a_bed	tcga_k4_a54r_01a_bed	tcga_xf_aamw_01a_bed	tcga_fd_a62p_01a_bed	tcga_4z_aa7y_01a_bed	tcga_dk_a3x2_01a_bed	tcga_cu_a3qu_01a_bed	tcga_fd_a43y_01a_bed	tcga_cu_a5w6_01a_bed	tcga_uy_a78l_01a_bed	tcga_gc_a6i3_11a_bed	tcga_e5_a4tz_01a_bed	tcga_cf_a47y_01a_bed	tcga_gc_a3i6_01a_bed	tcga_cf_a1hs_01a_bed	tcga_gv_a3jx_01a_bed	tcga_fj_a3zf_01a_bed	tcga_gv_a3qk_01b_bed	tcga_dk_a3in_01a_bed	tcga_cu_a0yr_11a_bed	tcga_zf_a9r7_01a_bed	tcga_2f_a9kp_01a_bed	tcga_cf_a1hr_01a_bed	tcga_mv_a51v_01a_bed	tcga_bt_a20p_01a_bed	tcga_4z_aa86_01a_bed	tcga_bt_a20t_01a_bed	tcga_uy_a78k_01a_bed	tcga_xf_a9sm_01a_bed	tcga_zf_aa5p_01a_bed	tcga_kq_a41n_01a_bed	tcga_bt_a2ld_01a_bed	tcga_bt_a20r_11a_bed	tcga_cf_a3mh_01a_bed	tcga_sy_a9g0_01a_bed	tcga_gd_a2c5_11a_bed	tcga_fd_a43n_01a_bed	tcga_cf_a47v_01a_bed	tcga_bt_a0yx_01a_bed	tcga_xf_a9sw_01a_bed	tcga_fd_a3sm_01a_bed	tcga_bt_a20o_01a_bed	tcga_yc_a8s6_01a_bed	tcga_pq_a6fi_01a_bed	tcga_4z_aa89_01a_bed	tcga_k4_aaqo_01a_bed	tcga_fd_a6td_01a_bed	tcga_fd_a3n5_01a_bed	tcga_pq_a6fn_01a_bed	tcga_gd_a3os_01a_bed	tcga_dk_aa6w_01a_bed	tcga_c4_a0f1_01a_bed	tcga_s5_aa26_01a_bed	tcga_e7_a519_01a_bed	tcga_xf_aaml_01a_bed	tcga_4z_aa80_01a_bed	tcga_k4_a54r_11a_bed	tcga_xf_a9t4_01a_bed	tcga_xf_a9su_01a_bed	tcga_e7_a5kf_01a_bed	tcga_e7_a6mf_01a_bed	tcga_fd_a6tc_01a_bed	tcga_c4_a0ez_01a_bed	tcga_g2_aa3f_01a_bed	tcga_lt_a5z6_01a_bed	tcga_g2_a2ec_01a_bed	tcga_dk_aa6t_01a_bed	tcga_e7_a3x6_01a_bed	tcga_bt_a3ph_01a_bed	tcga_2f_a9kq_01a_bed	tcga_cu_a0yr_01a_bed	tcga_uy_a78m_01a_bed	tcga_kq_a41s_01a_bed	tcga_cf_a8hx_01a_bed	tcga_dk_a3iv_01a_bed	tcga_xf_a8hh_01a_bed	tcga_zf_aa53_01a_bed	tcga_dk_a3wy_01a_bed	tcga_bl_a13i_01b_bed	tcga_zf_a9r9_01a_bed	tcga_k4_a3wv_01a_bed	tcga_fd_a3sn_01a_bed	tcga_zf_aa5n_01a_bed	tcga_gd_a2c5_01a_bed	tcga_bl_a5zz_01a_bed	tcga_gu_aatp_01a_bed	tcga_kq_a41o_01a_bed	tcga_gc_a3bm_01a_bed	tcga_g2_aa3c_01a_bed	tcga_e7_a677_01a_bed	tcga_cf_a5ua_01a_bed	tcga_fd_a3sr_01a_bed	tcga_xf_aamx_01a_bed	tcga_gu_a42q_01a_bed	tcga_xf_a9t3_01a_bed	tcga_dk_a2hx_01a_bed	tcga_dk_aa6l_01a_bed	tcga_dk_a6b0_01a_bed	tcga_zf_a9re_01a_bed	tcga_fd_a5c0_01a_bed	tcga_xf_a8hf_01a_bed	tcga_dk_a1af_01a_bed	tcga_dk_a6av_01a_bed	tcga_gd_a76b_01a_bed	tcga_gu_a763_01a_bed	tcga_fd_a5bx_01a_bed	tcga_fj_a3z9_01a_bed	tcga_dk_a1ab_01a_bed	tcga_dk_a2i4_01a_bed	tcga_4z_aa7w_01a_bed	tcga_e7_a5ke_01a_bed	tcga_c4_a0f0_01a_bed	tcga_4z_aa7n_01a_bed	tcga_zf_a9rn_01a_bed	tcga_cf_a3mf_01a_bed	tcga_gc_a3bm_11a_bed	tcga_fd_a5bs_01a_bed	tcga_e7_a8o8_01a_bed	tcga_fd_a43x_01a_bed	tcga_fj_a871_01a_bed	tcga_kq_a41p_01a_bed	tcga_g2_a3ie_01a_bed	tcga_bt_a20v_01a_bed	tcga_xf_a9sj_01a_bed	tcga_e7_a3y1_01a_bed	tcga_fd_a6tf_01a_bed	tcga_2f_a9kw_01a_bed	tcga_kq_a41q_01a_bed	tcga_dk_a3wx_01a_bed	tcga_bl_a0c8_01b_bed	tcga_xf_aamj_01a_bed	tcga_xf_a9si_01a_bed	tcga_dk_aa6q_01a_bed	tcga_xf_aan3_01a_bed	tcga_xf_aamh_01a_bed	tcga_xf_a8hc_01a_bed	tcga_dk_a1a3_01a_bed	tcga_gu_aatq_01a_bed	tcga_dk_a3x1_01a_bed	tcga_c4_a0f6_01a_bed	tcga_fd_a3sj_01a_bed	tcga_fd_a3b4_01a_bed	tcga_zf_aa5h_01a_bed	tcga_e7_a6me_01a_bed	tcga_g2_a2el_01a_bed	tcga_gu_a764_01a_bed	tcga_gd_a6c6_01a_bed	tcga_uy_a9pe_01a_bed	tcga_bt_a20q_11a_bed	tcga_bt_a20j_01a_bed	tcga_zf_a9r0_01a_bed	tcga_k4_a5rh_01a_bed	tcga_xf_a8he_01a_bed	tcga_e7_a7du_01a_bed	tcga_xf_aan4_01a_bed	tcga_dk_a1ae_01a_bed	tcga_sy_a9g5_01a_bed	tcga_gv_a3qg_01a_bed	tcga_s5_a6dx_01a_bed	tcga_fd_a5bv_01a_bed	tcga_xf_a8hd_01a_bed	tcga_cf_a47w_01a_bed	tcga_xf_a9t5_01a_bed	tcga_fd_a3b8_01a_bed	tcga_uy_a9pf_01a_bed	tcga_zf_a9rd_01a_bed	tcga_dk_a3iq_01a_bed	tcga_lc_a66r_01a_bed	tcga_fd_a3b6_01a_bed	tcga_4z_aa87_01a_bed	tcga_xf_aan7_01a_bed	tcga_gc_a3rc_01a_bed	tcga_dk_a2i1_01a_bed	tcga_gc_a6i1_01a_bed	tcga_dk_aa77_01a_bed	tcga_cf_a47s_01a_bed	tcga_gc_a3oo_01a_bed	tcga_dk_a2i2_01a_bed	tcga_gd_a3oq_11a_bed	tcga_bt_a2la_01a_bed	tcga_uy_a78n_01a_bed	tcga_bt_a42c_01a_bed	tcga_gu_aato_01a_bed	tcga_fj_a3z7_01a_bed	tcga_gc_a6i3_01a_bed	tcga_zf_a9rf_01a_bed	tcga_bt_a20w_01a_bed	tcga_dk_a6b6_01a_bed	tcga_cf_a27c_01a_bed	tcga_bt_a2la_11a_bed	tcga_k4_a5rj_01a_bed	tcga_xf_aamz_01a_bed	tcga_dk_aa76_01a_bed	tcga_xf_aan8_01a_bed	tcga_bt_a2lb_01a_bed	tcga_cf_a8hy_01a_bed	tcga_h4_a2ho_01a_bed	tcga_zf_aa4u_01a_bed	tcga_hq_a5ne_01a_bed	tcga_xf_a9st_01a_bed	tcga_gd_a3oq_01a_bed	tcga_dk_a3iu_01a_bed	tcga_fd_a3sp_01a_bed	tcga_e7_a97q_01a_bed	tcga_uy_a9ph_01a_bed	tcga_cf_a47x_01a_bed	tcga_gv_a3jw_01a_bed	tcga_gv_a3jz_01a_bed	tcga_gu_a762_01a_bed	tcga_gv_a3qf_01a_bed	tcga_bt_a20u_01a_bed	tcga_zf_a9r2_01a_bed	tcga_zf_aa58_01a_bed	tcga_cf_a5u8_01a_bed	tcga_fd_a6ti_01a_bed	tcga_g2_a2ek_01a_bed	tcga_xf_aame_01a_bed	tcga_k4_a4ab_01b_bed	tcga_cu_a3kj_01a_bed	tcga_5n_a9ki_01a_bed	tcga_xf_a9sx_01a_bed	tcga_zf_aa4r_01a_bed	tcga_5n_a9km_01a_bed	tcga_g2_aa3d_01a_bed	tcga_uy_a8od_01a_bed	tcga_bt_a3pj_01a_bed	tcga_4z_aa81_01a_bed	tcga_uy_a78p_01a_bed	tcga_fj_a3ze_01a_bed	tcga_e7_a7pw_01a_bed	tcga_cf_a9fl_01a_bed	tcga_zf_a9rl_01a_bed	tcga_gc_a3ys_01a_bed	tcga_zf_a9r4_01a_bed	tcga_bl_a13j_11a_bed	tcga_xf_a9sz_01a_bed	tcga_dk_aa6x_01a_bed	tcga_2f_a9kt_01a_bed	tcga_dk_aa74_01a_bed	tcga_kq_a41r_01a_bed	tcga_dk_aa6u_01a_bed	tcga_dk_aa75_01a_bed	tcga_xf_aan2_01a_bed	tcga_gv_a3qh_01a_bed	tcga_bl_a13j_01a_bed	tcga_4z_aa7s_01a_bed	tcga_yc_a9tc_01a_bed	tcga_bl_a0c8_01a_bed	tcga_e7_a6md_01a_bed	tcga_dk_aa6s_01a_bed	tcga_g2_aa3b_01a_bed	tcga_cu_a3yl_01a_bed	tcga_fd_a3b7_01a_bed	tcga_cf_a9ff_01a_bed	tcga_bl_a13j_01b_bed	tcga_gv_a40g_01a_bed	tcga_xf_a9sy_01a_bed	tcga_bt_a20r_01a_bed	tcga_k4_a3ws_01a_bed	tcga_gu_a766_01a_bed	tcga_zf_aa52_01a_bed	tcga_4z_aa83_01a_bed	tcga_dk_a3ww_01a_bed	tcga_fd_a62o_01a_bed	tcga_yf_aa3m_01a_bed	tcga_cf_a47t_01a_bed	tcga_xf_a8hg_01a_bed	tcga_zf_aa51_01a_bed	tcga_bt_a3pk_01a_bed	tcga_2f_a9kr_01a_bed	tcga_zf_a9rm_01a_bed	tcga_fd_a3so_01a_bed	tcga_cf_a3mi_01a_bed	tcga_g2_a3vy_01a_bed	tcga_xf_aamt_01a_bed	tcga_cu_a0yn_01a_bed	tcga_hq_a2oe_01a_bed	tcga_gv_a3jv_01a_bed	tcga_dk_a6b1_01a_bed	tcga_4z_aa82_01a_bed	tcga_2f_a9ko_01a_bed	tcga_dk_a1aa_01a_bed	tcga_h4_a2hq_01a_bed	tcga_dk_a3it_01a_bed	tcga_cf_a9fm_01a_bed	tcga_dk_a3ik_01a_bed	tcga_dk_a6b2_01a_bed	tcga_k4_a6fz_01a_bed	tcga_4z_aa7r_01a_bed	tcga_e7_a4ij_01a_bed	tcga_fd_a3b3_01a_bed	tcga_e7_a7dv_01a_bed	tcga_4z_aa84_01a_bed	tcga_xf_aamr_01a_bed	tcga_gv_a6za_01a_bed	tcga_k4_a4ac_01a_bed	tcga_xf_a9sl_01a_bed	tcga_hq_a2of_01a_bed	tcga_fd_a6tb_01a_bed	tcga_zf_aa4x_01a_bed	tcga_gu_a42p_01a_bed	tcga_gc_a3wc_01a_bed	tcga_fd_a3ss_01a_bed	tcga_dk_a1ad_01a_bed	tcga_cu_a0yn_11a_bed	tcga_g2_a2ef_01a_bed	tcga_gc_a3rd_01a_bed	tcga_e5_a4u1_01a_bed	tcga_fd_a43u_01a_bed	tcga_xf_a8hi_01a_bed	tcga_zf_aa4n_01a_bed	tcga_xf_a8hb_01a_bed	tcga_bt_a20x_01a_bed	tcga_xf_a9sv_01a_bed	tcga_xf_aamq_01a_bed	tcga_uy_a8oc_01a_bed	tcga_gv_a40e_01a_bed	tcga_bt_a42f_01a_bed	tcga_dk_a1a5_01a_bed	tcga_c4_a0f7_01a_bed	tcga_g2_a2ej_01a_bed	tcga_dk_aa6r_01a_bed	tcga_bt_a20w_11a_bed	tcga_lt_a8jt_01a_bed	tcga_fd_a5c1_01a_bed	tcga_xf_a9t8_01a_bed	tcga_cf_a3mg_01a_bed	tcga_gc_a4zw_01a_bed
CARD8:ENSG00000105483:E7.1-I7.1|ENSG00000105483:E6.3-E8.2	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.29	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.21	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.26	0	0.0	0	0.0	0	0.44	0.19	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.19	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.43	0.0	0.0	0.35	0.26	0.0	0.0	0	0.25	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.55	0	0	0	0.0	0.16	0.0	0	0	0	0	0.0	0	0.16	0.0	0	0.75	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0	0.19	0	0.21	0.0	0	0.1	0.62	0	0.35	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.15	0	0.0	0	0	0	0.0	0.0	0	0.4	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.27	0	0	0	0.0	0.0	0.0	0.27	0.57	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0.09	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.15	0.0	0.0	0	0	0.0	0	0.0	0.0	0.29	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.38	0	0.0	0.16	0.0	0	0.0	0	0	0.0	0	0.0	0.33	0.0	0.0	0.23	0.0	0	0.0	0	0	0	0.0	0	0	0.67	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.23	0	0	0	0.0	0.0	0.0	0	0.62	0.0	0	0.66	0	0.0	0.0	0.46	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.41	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0	0.24	0.0	0	0	0	0.0	0.0	0.53	0.17	0.0	0.0	0.0	0.0	0.22	0.0	0	0	0.33	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.48	0	0.0	0	0.0
CARD8:ENSG00000105483:E6.3-E8.2|ENSG00000105483:E6.3-E9.2	0	0.64	1.0	0.69	0.93	0.44	0.76	0	0	0	0	0.54	0.67	0.75	0.56	0.71	0	0.69	0.81	0	0.23	0.59	0	0	0.8	0.75	0.78	0.61	0	0	0.73	0.78	0	0	0.78	0	0.69	0.38	0.75	0	0	0.71	0.61	0	0.48	0.22	0	0.67	0.78	0.35	0.58	0	0.77	0	0	0.61	0.86	0.54	0	0	0	0.86	0	1.0	0	0.8	0.54	0.56	0	0.71	0	0.58	0.38	0.67	0.63	0	0	0.46	0.4	0.55	0	1.0	0	0.17	0.48	0	0	0	0	0.65	0.75	0.67	0	0	0.68	0.71	0.43	0	0	0.47	0	0	0.72	0	0	0.92	0.22	0.74	0.76	0	0	0.44	0	0	0	0.26	0.82	0.65	0.25	0.27	0.81	0.38	0	0.36	0.78	0	0	0.86	0	0.67	0.53	0.78	0	0	0.75	0.27	0.5	0.52	0.17	0.5	0	0	0.76	0.46	0.76	0	0	0	0	0.53	0	0.49	0.94	0	0.12	0	0	1.0	0.7	0.67	0	0.87	0.27	0.67	0.69	0.21	0	0.61	0.56	0.78	0.71	0.42	0.67	0	0.45	0	0.41	0.36	0	0.51	0.14	0	0.32	0.38	0	0.81	0.87	0	0	0.45	0	0.72	0	0.72	0.45	0	0	0.71	0	0	0	0.45	0	0.43	0	0.53	0	0	0	0.67	0.76	0	0.36	0	0.5	0.72	0	0.4	0.67	0	0.62	0	0.43	0.36	0	0	0	0.67	0.67	0.93	0.37	0.14	0.9	0.56	0	0.65	0	0	0.71	0.67	0.58	0	0.79	0.58	0.78	0.78	0.67	0	0	0	0	0.59	0	0.62	0.8	0	0	0.74	0	0.5	0	0	0.75	0	0	0.69	0	0	0.7	0.45	0.23	0.69	0.75	0.83	0.36	0	0	0	0	0.83	0.41	0.4	0.5	0	0	0.5	0	0.74	0.77	0.33	0.41	0	0.8	0.7	0.42	0	0.88	0	0.62	0	0	0	0.46	0.38	0.71	0.09	0	0.65	0.52	0.72	0	0.56	0	0.42	1.0	0	0.63	0.4	0.54	0.78	0.67	0.58	0	0.8	0.45	0	0	0.75	0	0	0.08	0	0.78	0.86	0.64	0.64	0.46	0	0.78	0	0	0	0.72	0	0	0.42	0	0	0	0.28	0.43	0.73	0	0.22	0.71	0	0.04	0.56	0.5	0.6	0.17	0	0	0.56	0	0.53	0	0	0	0.71	0.64	0	0.08	0.64	0	0.88	0.57	0.86	0.73	0.63	0.5	0.73	0.94	0.64	0.56	0.86	0.79	0.17	0.64	0.5	0.84	0.62	0.77	0	0.41	0.53	0.78	0	0	0.8	0.56	0.35	0.43	0.5	0.89	0.82	0.74	0.39	1.0	0	0	0.37	0.83	0	0.62	0	0.61	0	0	0	0.65	0	0.75	0.8	0.68	0.3	0	0.79	0	0.9
CARD8:ENSG00000105483:I7.1-E8.1|ENSG00000105483:E6.3-E8.2	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.37	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.27	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.26	0	0.0	0	0.0	0	0.73	0.35	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.19	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.67	0.0	0.0	0.56	0.42	0.0	0.0	0	0.36	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.4	0	0	0	0.0	0.26	0.0	0	0	0	0	0.0	0	0.28	0.0	0	0.79	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0	0.22	0	0.39	0.0	0	0.21	0.64	0	0.48	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.17	0	0.0	0	0	0	0.0	0.0	0	0.48	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.33	0	0	0	0.0	0.0	0.0	0.23	0.57	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0	0.14	0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.25	0.0	0.0	0	0	0.0	0	0.0	0.0	0.44	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.68	0	0.0	0.17	0.0	0	0.0	0	0	0.0	0	0.0	0.36	0.0	0.0	0.13	0.0	0	0.0	0	0	0	0.0	0	0	0.63	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.34	0	0	0	0.0	0.0	0.0	0	0.64	0.0	0	0.67	0	0.0	0.0	0.56	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.27	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0	0.32	0.0	0	0	0	0.0	0.0	0.42	0.4	0.0	0.0	0.0	0.0	0.27	0.0	0	0	0.48	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.52	0	0.0	0	0.0
CARD8:ENSG00000105483:E4.1-E5.1|ENSG00000105483:E4.1-E6.1	0.85	0.73	0.77	0.72	0.89	0.86	0.58	0.75	0.79	0.85	0.86	0.78	0.8	0.86	0.49	0.74	0.86	0.77	0.71	0.55	0.81	0.71	0.81	0.88	0.86	0.64	0.75	0.7	0.96	0.72	0.81	0.74	0.58	0.88	0.7	0.93	0.83	0.79	0.74	0.91	0.59	0.8	0.87	0.85	0.53	0	0.82	0.65	0.75	0.72	0.82	0.8	0.91	0.91	0.62	0.81	0.76	0.75	0.76	0.87	0.75	0.75	0.69	0.67	0.9	0.77	0.72	0.7	0.78	0.89	0.86	0.74	0.81	0.74	0.63	0.81	0.87	0.69	0.93	0.6	0.76	0.78	0.82	0.78	0.66	0.81	0.85	0.82	0.86	0.73	0.85	0.87	0.88	0.75	0.75	0.86	0.76	0.8	0.93	0.88	0.7	0.77	0.73	0.79	0.83	0.85	0.67	0.64	0.66	0.85	1.0	0.83	0.84	0.73	0.86	0.78	0.68	0.73	0.86	0.59	0.82	0.65	0.93	0.81	0.67	0.71	0.9	0.75	0.84	0.78	0.79	0.92	0.9	0.85	0.66	0.71	0.72	0.7	0.86	0.83	0.72	0.62	0.56	0.68	0.82	0.71	0.65	0.79	0.64	0.77	0.87	0.84	0.67	0.74	0.93	0.85	0.73	0.66	0.78	0.87	0.91	0.74	0.45	0.72	0.81	0.71	0.63	0.68	0.84	0.84	0.68	0.53	0.79	0.9	0.72	0.86	0.7	0.79	0.83	0.85	0.7	0.89	0.59	0.84	0.8	0.83	0.74	0.86	0.83	0.78	0.91	0.76	0.95	0.58	0.71	0.8	0.74	0.62	0.82	0.9	0.57	0.94	0.85	0.81	0.83	0.81	0.89	0.78	0.84	0.57	0.71	0.97	0.52	0.85	0.83	0.91	0.74	0.66	0.86	0.84	0.65	0.9	0.83	0.79	0.85	0.89	0.61	0.78	0.85	0.87	0.62	0.54	0.76	0.79	0.91	0.76	0.79	0.78	0.74	0.95	0.88	0.72	0.74	0.66	0.8	0.84	0.74	0.78	0.94	0.8	0.58	0.84	0.87	0.8	0.92	0.84	0.78	0.66	0.6	0.79	0.87	0.75	0.81	0.85	0.84	0.67	0.8	0.89	0.84	0.78	0.74	0.74	0.68	0.89	0.85	0.83	0.76	0.89	0.74	0.82	0.53	0.77	0.68	0.83	0.92	0.85	0.93	0.91	0.59	0.87	0.6	0.7	0.72	0.76	0.86	0.84	0.71	0.81	0.75	0.89	0.77	0	0.77	0.75	0.56	0.88	0.78	0.7	0.68	0.69	0.83	0.78	0.45	0.72	0.75	0.91	0.67	0.63	0.76	0.92	0.82	0.93	0.79	0.82	0.87	0.79	0.91	0.91	0.86	0.83	0.84	0.86	0.83	0.56	0.85	0.88	0.72	0.88	0.74	0.94	0.95	0.61	0.84	0.85	0.86	0.7	0.54	0.8	0.86	0.67	0.8	0.81	0.85	0.71	0.71	0.83	0.4	0.82	0.79	0.84	0.74	0.86	0.73	0.7	0.75	0.67	0.88	0.78	0.83	0.79	0.77	0.85	0.59	0.79	0.7	0.78	0.73	0.76	0.66	0.79	0.6	0.83	0.92	0.79	0.8	0.79	0.66	0.78	0.79	0.77	0.85	0.79	0.79	0.86	0.77	0.67	0.77	0.87	0.94	0.56	0.77	0.63	0.8	0.85	0.84	0.74	0.65	0.81	0.9	0	0.78	0.71	0.89	0.58	0.86	0.79	0.75	0.78	0.78	0.82	0.84	0.83	0.84	0.83	0.69	0.7	0.87	0.78	0.76	0.89
