uid	tcga_vq_a8po_01a_11r_a414_31_bed	tcga_br_7717_01a_11r_2055_13_bed	tcga_br_7957_01a_11r_2203_13_bed	tcga_vq_aa6g_01a_11r_a414_31_bed	tcga_vq_a94u_01a_12r_a414_31_bed	tcga_f1_6177_01a_11r_1802_13_bed	tcga_rd_a8n9_01a_12r_a39e_31_bed	tcga_f1_a448_01a_11r_a24k_31_bed	tcga_br_4369_01a_01r_1157_13_bed	tcga_br_4371_01a_01r_1157_13_bed	tcga_br_a4j7_01a_31r_a251_31_bed	tcga_hu_a4gp_11a_21r_a251_31_bed	tcga_br_8365_01a_21r_2343_13_bed	tcga_cg_5725_01a_11r_1602_13_bed	tcga_d7_a6f2_01a_12r_a31p_31_bed	tcga_in_7806_11a_01r_2055_13_bed	tcga_3m_ab46_01a_11r_a414_31_bed	tcga_hu_8608_01a_11r_2402_13_bed	tcga_vq_a91v_01a_11r_a414_31_bed	tcga_vq_a8pc_01a_11r_a39e_31_bed	tcga_cg_5723_01a_11r_1602_13_bed	tcga_in_a6rn_01a_12r_a33y_31_bed	tcga_cg_5719_01a_11r_1602_13_bed	tcga_rd_a8n1_01a_12r_a36d_31_bed	tcga_kb_a93h_01a_11r_a39e_31_bed	tcga_br_8687_01a_11r_2402_13_bed	tcga_cd_5799_01a_11r_1602_13_bed	tcga_br_6457_11a_01r_1802_13_bed	tcga_3m_ab47_01a_22r_a414_31_bed	tcga_br_6456_01a_11r_1802_13_bed	tcga_cg_5726_01a_11r_1602_13_bed	tcga_br_4366_01a_01r_1157_13_bed	tcga_vq_a91a_01a_11r_a414_31_bed	tcga_ip_7968_11a_01r_2203_13_bed	tcga_br_6453_11a_01r_1802_13_bed	tcga_mx_a663_01a_11r_a31p_31_bed	tcga_rd_a8nb_01a_12r_a39e_31_bed	tcga_d7_a6ev_01a_11r_a31p_31_bed	tcga_d7_8570_01a_11r_2343_13_bed	tcga_hu_a4h8_01a_11r_a251_31_bed	tcga_cd_5801_01a_11r_1602_13_bed	tcga_d7_6524_01a_11r_1802_13_bed	tcga_br_8366_01a_11r_2343_13_bed	tcga_vq_a94o_01a_11r_a414_31_bed	tcga_br_8690_01a_11r_2402_13_bed	tcga_hu_a4h4_01a_21r_a251_31_bed	tcga_vq_a91k_01a_11r_a414_31_bed	tcga_br_4257_01a_01r_1131_13_bed	tcga_br_6707_01a_11r_1884_13_bed	tcga_cg_5734_01a_11r_1602_13_bed	tcga_hu_a4gf_01a_11r_a24k_31_bed	tcga_cg_4438_01a_01r_1157_13_bed	tcga_cd_5800_01a_11r_1602_13_bed	tcga_br_6710_01a_11r_1884_13_bed	tcga_br_6566_01a_11r_1802_13_bed	tcga_vq_a8e2_01a_11r_a36d_31_bed	tcga_vq_aa6j_01a_11r_a414_31_bed	tcga_br_6803_01a_11r_1884_13_bed	tcga_rd_a8n0_01a_12r_a36d_31_bed	tcga_cg_5730_11a_01r_1602_13_bed	tcga_vq_a91q_01a_12r_a414_31_bed	tcga_in_a7nt_01a_21r_a354_31_bed	tcga_br_8077_01a_11r_2343_13_bed	tcga_br_7851_11a_01r_2203_13_bed	tcga_br_7715_01a_11r_2055_13_bed	tcga_rd_a8mw_01a_11r_a36d_31_bed	tcga_cd_5798_01a_11r_1602_13_bed	tcga_vq_a91u_01a_11r_a414_31_bed	tcga_vq_a91n_01a_11r_a414_31_bed	tcga_fp_8631_01a_11r_2402_13_bed	tcga_in_a6ro_01a_12r_a33y_31_bed	tcga_cd_a4mg_01a_11r_a251_31_bed	tcga_d7_5578_01a_01r_1602_13_bed	tcga_cg_5732_01a_11r_1602_13_bed	tcga_br_a4pf_01a_11r_a251_31_bed	tcga_d7_6526_01a_11r_1802_13_bed	tcga_br_8683_01a_11r_2402_13_bed	tcga_br_7958_01a_21r_2343_13_bed	tcga_d7_6525_01a_11r_1802_13_bed	tcga_vq_a91y_01a_11r_a414_31_bed	tcga_hu_8604_01a_11r_2402_13_bed	tcga_br_6454_11a_01r_1802_13_bed	tcga_br_8291_01a_11r_2343_13_bed	tcga_vq_a91e_01a_31r_a414_31_bed	tcga_in_8663_01a_11r_2402_13_bed	tcga_cd_8534_01a_11r_2343_13_bed	tcga_hu_a4h0_01a_11r_a251_31_bed	tcga_vq_a8p5_01a_11r_a39e_31_bed	tcga_br_8591_01a_11r_2402_13_bed	tcga_hu_a4h2_01a_11r_a251_31_bed	tcga_br_8485_01a_11r_2402_13_bed	tcga_vq_a923_01a_11r_a414_31_bed	tcga_hu_a4g9_01a_11r_a24k_31_bed	tcga_br_7716_11a_01r_2055_13_bed	tcga_br_4187_01a_01r_1131_13_bed	tcga_fp_a8cx_01a_11r_a36d_31_bed	tcga_br_7716_01a_21r_2055_13_bed	tcga_hu_a4gh_11a_11r_a36d_31_bed	tcga_vq_a8dt_01a_11r_a36d_31_bed	tcga_br_4191_01a_02r_1131_13_bed	tcga_in_a7nr_01a_11r_a354_31_bed	tcga_cg_4305_01a_01r_1157_13_bed	tcga_cg_5721_11a_01r_1602_13_bed	tcga_cg_4462_01a_01r_1157_13_bed	tcga_d7_a4z0_01a_22r_a251_31_bed	tcga_in_a6rr_01a_12r_a32d_31_bed	tcga_br_6458_01a_11r_1802_13_bed	tcga_hu_a4gq_01a_11r_a36d_31_bed	tcga_d7_a4yu_01a_21r_a251_31_bed	tcga_cd_5813_01a_11r_1602_13_bed	tcga_br_7723_01a_11r_2055_13_bed	tcga_vq_a8du_01a_11r_a36d_31_bed	tcga_rd_a8n6_01a_11r_a36d_31_bed	tcga_br_a44u_01a_11r_a36d_31_bed	tcga_d7_6818_01a_11r_1884_13_bed	tcga_d7_8575_01a_11r_2343_13_bed	tcga_vq_a8pm_01a_21r_a414_31_bed	tcga_br_8361_01a_11r_2343_13_bed	tcga_cg_5722_01a_21r_1602_13_bed	tcga_cd_8529_01a_11r_2343_13_bed	tcga_cd_8532_01a_11r_2343_13_bed	tcga_d7_6815_01a_11r_1884_13_bed	tcga_vq_a92d_01a_11r_a414_31_bed	tcga_hu_a4gy_01a_21r_a24k_31_bed	tcga_cg_5717_01a_11r_1602_13_bed	tcga_in_a6ri_01a_11r_a32d_31_bed	tcga_d7_8572_01a_11r_2343_13_bed	tcga_za_a8f6_01a_23r_a36d_31_bed	tcga_br_8382_01a_11r_2402_13_bed	tcga_vq_a922_01a_11r_a414_31_bed	tcga_d7_8576_01a_11r_2343_13_bed	tcga_vq_a927_01a_12r_a414_31_bed	tcga_in_a6rj_01a_21r_a33y_31_bed	tcga_in_7808_01a_11r_2203_13_bed	tcga_cd_a486_01a_11r_a24k_31_bed	tcga_br_8380_01a_11r_2343_13_bed	tcga_sw_a7eb_01a_11r_a354_31_bed	tcga_vq_a94r_01a_11r_a414_31_bed	tcga_d7_6528_01a_11r_1802_13_bed	tcga_br_4368_01a_01r_1157_13_bed	tcga_br_a4j8_01a_11r_a251_31_bed	tcga_cg_4440_01a_01r_1157_13_bed	tcga_br_8295_01a_11r_2343_13_bed	tcga_rd_a7c1_01a_11r_a32d_31_bed	tcga_br_8371_01a_11r_2343_13_bed	tcga_br_6453_01a_11r_1802_13_bed	tcga_hu_8249_01a_11r_a36d_31_bed	tcga_d7_8574_01a_13r_2343_13_bed	tcga_rd_a7bs_01a_11r_a32d_31_bed	tcga_br_8486_01a_31r_2402_13_bed	tcga_cg_5734_11a_01r_1602_13_bed	tcga_ip_7968_01a_11r_2203_13_bed	tcga_br_7703_11a_01r_2055_13_bed	tcga_d7_a74a_01a_11r_a32d_31_bed	tcga_mx_a666_01a_11r_a31p_31_bed	tcga_br_7704_11a_01r_2055_13_bed	tcga_br_4280_01a_01r_1131_13_bed	tcga_hu_a4gj_01a_11r_a251_31_bed	tcga_br_4201_01a_01r_1131_13_bed	tcga_cg_4469_01a_01r_1157_13_bed	tcga_br_4367_01a_01r_1157_13_bed	tcga_in_a6rs_01a_12r_a354_31_bed	tcga_br_a4cs_01a_11r_a24k_31_bed	tcga_br_6709_01a_11r_1884_13_bed	tcga_hu_a4g8_01a_11r_a251_31_bed	tcga_hf_7132_01a_11r_2055_13_bed	tcga_vq_a8pb_01a_11r_a39e_31_bed	tcga_mx_a5uj_01a_11r_a31p_31_bed	tcga_br_7704_01a_11r_2055_13_bed	tcga_rd_a7bt_01a_11r_a33y_31_bed	tcga_cg_4466_01a_01r_1157_13_bed	tcga_br_4279_01a_01r_1131_13_bed	tcga_br_a44t_01a_32r_a24k_31_bed	tcga_cg_4442_01a_01r_1157_13_bed	tcga_b7_a5ti_01a_11r_a31p_31_bed	tcga_br_8059_01a_11r_2343_13_bed	tcga_br_8483_01a_31r_2402_13_bed	tcga_fp_8209_01a_11r_2343_13_bed	tcga_br_a4j4_01a_12r_a251_31_bed	tcga_br_7851_01a_11r_2203_13_bed	tcga_d7_a747_01a_22r_a33y_31_bed	tcga_d7_a6ey_01a_21r_a31p_31_bed	tcga_br_4370_01a_01r_1157_13_bed	tcga_cg_5720_11a_01r_1602_13_bed	tcga_vq_a8dz_01a_11r_a36d_31_bed	tcga_fp_a4bf_01a_12r_a36d_31_bed	tcga_d7_a6f0_01a_11r_a31p_31_bed	tcga_br_8588_01a_11r_2402_13_bed	tcga_fp_8210_01a_11r_2343_13_bed	tcga_br_8364_01a_11r_2343_13_bed	tcga_br_8384_01a_21r_2402_13_bed	tcga_rd_a8n2_01a_12r_a36d_31_bed	tcga_vq_aa6f_01a_31r_a414_31_bed	tcga_hu_8238_01a_11r_2343_13_bed	tcga_br_8367_01a_11r_2343_13_bed	tcga_vq_a94t_01a_11r_a414_31_bed	tcga_hf_7133_01a_11r_2055_13_bed	tcga_br_4363_01a_01r_1157_13_bed	tcga_vq_a8ph_01a_12r_a414_31_bed	tcga_br_8487_01a_11r_2402_13_bed	tcga_d7_6527_01a_11r_1802_13_bed	tcga_d7_6520_01a_11r_1802_13_bed	tcga_hu_8238_11a_01r_2343_13_bed	tcga_br_6705_01a_12r_1884_13_bed	tcga_cg_4465_01a_01r_1157_13_bed	tcga_vq_a8p3_01a_11r_a36d_31_bed	tcga_d7_a6ez_01a_11r_a31p_31_bed	tcga_cd_a489_01a_11r_a24k_31_bed	tcga_vq_a8p8_01a_11r_a39e_31_bed	tcga_hu_a4h6_01a_11r_a251_31_bed	tcga_kb_a6f7_01a_12r_a32d_31_bed	tcga_fp_7916_01a_11r_2203_13_bed	tcga_vq_a91x_01a_12r_a414_31_bed	tcga_f1_6874_01a_11r_1884_13_bed	tcga_br_6801_01a_11r_1884_13_bed	tcga_cg_5728_11a_01r_1602_13_bed	tcga_hu_a4h5_01a_21r_a251_31_bed	tcga_br_4294_01a_01r_1131_13_bed	tcga_cd_8530_01a_11r_2343_13_bed	tcga_br_8060_01a_11r_2343_13_bed	tcga_br_6802_11a_01r_1884_13_bed	tcga_cg_5733_11a_01r_1602_13_bed	tcga_br_7715_11a_01r_2055_13_bed	tcga_vq_aa68_01a_11r_a414_31_bed	tcga_d7_a6ex_01a_11r_a31p_31_bed	tcga_br_8373_01a_11r_2343_13_bed	tcga_br_8682_01a_11r_2402_13_bed	tcga_br_8080_01a_11r_2343_13_bed	tcga_br_8297_01a_12r_2343_13_bed	tcga_fp_7735_11a_01r_2055_13_bed	tcga_vq_aa64_01a_11r_a414_31_bed	tcga_br_8589_01a_11r_2402_13_bed	tcga_hf_7131_01a_11r_2055_13_bed	tcga_cd_8533_01a_11r_2343_13_bed	tcga_hu_a4gt_01a_21r_a251_31_bed	tcga_cg_4306_01a_01r_1157_13_bed	tcga_rd_a7bw_01a_11r_a32d_31_bed	tcga_b7_a5tn_01a_21r_a31p_31_bed	tcga_br_8679_01a_11r_2402_13_bed	tcga_hu_a4hb_11a_11r_a251_31_bed	tcga_br_6455_01a_11r_1802_13_bed	tcga_d7_5577_01a_01r_1602_13_bed	tcga_cg_4436_01a_01r_1157_13_bed	tcga_d7_8579_01a_11r_2343_13_bed	tcga_hu_a4gy_11a_11r_a36d_31_bed	tcga_vq_a925_01a_11r_a414_31_bed	tcga_br_6454_01a_11r_1802_13_bed	tcga_in_ab1x_01a_11r_a39e_31_bed	tcga_r5_a805_01a_11r_a36d_31_bed	tcga_rd_a8n4_01a_21r_a36d_31_bed	tcga_r5_a7zi_01a_11r_a354_31_bed	tcga_br_8677_01a_11r_2402_13_bed	tcga_cd_a4mh_01a_11r_a251_31_bed	tcga_d7_6522_01a_11r_1802_13_bed	tcga_br_8081_01a_11r_2343_13_bed	tcga_fp_7829_01a_11r_2055_13_bed	tcga_br_a4cr_01a_11r_a24k_31_bed	tcga_in_ab1x_11a_21r_a39e_31_bed	tcga_br_4256_01a_01r_1131_13_bed	tcga_cg_4460_01a_01r_1157_13_bed	tcga_vq_a8e3_01a_11r_a39e_31_bed	tcga_cd_8535_01a_11r_2343_13_bed	tcga_br_8284_01a_11r_2343_13_bed	tcga_cg_4301_01a_01r_1157_13_bed	tcga_br_8680_01a_11r_2402_13_bed	tcga_hu_a4gd_01a_11r_a36d_31_bed	tcga_in_7806_01a_11r_2055_13_bed	tcga_br_7722_01a_31r_2203_13_bed	tcga_hu_a4gc_01a_12r_a251_31_bed	tcga_br_6563_01a_13r_2055_13_bed	tcga_br_8372_01a_11r_2343_13_bed	tcga_br_8060_11a_01r_2343_13_bed	tcga_fp_7735_01a_11r_2055_13_bed	tcga_br_7707_01a_11r_2055_13_bed	tcga_hu_a4gp_01a_11r_a251_31_bed	tcga_br_4361_01a_01r_1157_13_bed	tcga_br_8368_01a_11r_2343_13_bed	tcga_kb_a93g_01a_11r_a39e_31_bed	tcga_vq_aa6k_01a_11r_a414_31_bed	tcga_br_6564_01a_12r_1884_13_bed	tcga_cg_4477_01a_01r_1157_13_bed	tcga_r5_a7zf_01a_11r_a354_31_bed	tcga_cd_8524_01a_11r_2343_13_bed	tcga_d7_a748_01a_12r_a32d_31_bed	tcga_cd_a487_01a_21r_a24k_31_bed	tcga_cd_8531_01a_11r_2343_13_bed	tcga_hu_a4g3_01a_11r_a24k_31_bed	tcga_cd_5804_01a_12r_2055_13_bed	tcga_b7_5818_01a_11r_1602_13_bed	tcga_br_8678_01a_11r_2402_13_bed	tcga_br_a4j6_01a_11r_a251_31_bed	tcga_in_a6rl_01a_11r_a32d_31_bed	tcga_vq_a8e0_01a_11r_a414_31_bed	tcga_vq_a8pu_01a_12r_a414_31_bed	tcga_cg_4475_01a_01r_1157_13_bed	tcga_hu_a4h3_01a_21r_a251_31_bed	tcga_hu_8610_01a_22r_2402_13_bed	tcga_br_6457_01a_21r_1802_13_bed	tcga_br_6852_01a_11r_1884_13_bed	tcga_vq_a8pq_01a_11r_a414_31_bed	tcga_br_a4iv_01a_31r_a251_31_bed	tcga_in_a7nu_01a_22r_a354_31_bed	tcga_vq_a91z_01a_11r_a414_31_bed	tcga_cd_5803_01a_11r_1602_13_bed	tcga_vq_a928_01a_11r_a414_31_bed	tcga_br_7959_01a_11r_2343_13_bed	tcga_d7_8573_01a_11r_2343_13_bed	tcga_cg_4304_01a_01r_1157_13_bed	tcga_cd_a48a_01a_12r_a36d_31_bed	tcga_cg_4437_01a_01r_1802_13_bed	tcga_br_8296_01a_11r_2343_13_bed	tcga_f1_6875_01a_11r_2055_13_bed	tcga_br_8289_01a_11r_2343_13_bed	tcga_hu_a4g2_01a_11r_a251_31_bed	tcga_d7_8578_01a_21r_2343_13_bed	tcga_hu_a4gh_01a_11r_a24k_31_bed	tcga_cd_8526_01a_11r_2343_13_bed	tcga_vq_a924_01a_11r_a414_31_bed	tcga_br_4253_01a_01r_1131_13_bed	tcga_cd_8525_01a_11r_2343_13_bed	tcga_br_8381_01a_11r_2402_13_bed	tcga_vq_a8pp_01a_21r_a414_31_bed	tcga_sw_a7ea_01a_12r_a354_31_bed	tcga_fp_7998_01a_11r_2203_13_bed	tcga_cg_5720_01a_11r_1602_13_bed	tcga_d7_6822_01a_11r_1884_13_bed	tcga_cg_4441_01a_01r_1802_13_bed	tcga_d7_6521_01a_11r_1802_13_bed	tcga_cd_8528_01a_11r_2343_13_bed	tcga_vq_a91s_01a_11r_a414_31_bed	tcga_zq_a9cr_01a_11r_a39e_31_bed	tcga_d7_a4yx_01a_11r_a251_31_bed	tcga_cg_5722_11a_02r_1602_13_bed	tcga_hu_a4gc_11a_11r_a251_31_bed	tcga_fp_a9tm_01a_11r_a39e_31_bed	tcga_fp_7829_11a_01r_2055_13_bed	tcga_vq_a91d_01a_11r_a414_31_bed	tcga_cg_4476_01a_01r_1157_13_bed	tcga_vq_a8pf_01a_11r_a414_31_bed	tcga_vq_a8pk_01a_12r_a414_31_bed	tcga_hu_a4hd_01a_11r_a251_31_bed	tcga_vq_a8pe_01a_11r_a414_31_bed	tcga_vq_aa6a_01a_11r_a414_31_bed	tcga_vq_a8p2_01a_11r_a36d_31_bed	tcga_mx_a5ug_01a_21r_a31p_31_bed	tcga_br_a4ql_01a_31r_a251_31_bed	tcga_r5_a7zr_01a_11r_a354_31_bed	tcga_br_6802_01a_11r_1884_13_bed	tcga_cg_5724_01a_11r_1602_13_bed	tcga_kb_a93j_01a_11r_a39e_31_bed	tcga_br_6565_01a_11r_1802_13_bed	tcga_br_4267_01a_01r_1131_13_bed	tcga_cg_5716_01a_21r_1802_13_bed	tcga_r5_a7o7_01a_11r_a33y_31_bed	tcga_cg_4443_01a_01r_1157_13_bed	tcga_br_8484_01a_11r_2402_13_bed	tcga_br_a4j5_01a_21r_a251_31_bed	tcga_br_8058_01a_31r_2343_13_bed	tcga_hu_a4gx_01a_12r_a251_31_bed	tcga_f1_a72c_01a_21r_a33y_31_bed	tcga_br_8590_01a_11r_2402_13_bed	tcga_cg_5718_01a_11r_1602_13_bed	tcga_br_a4j9_01a_12r_a251_31_bed	tcga_hu_a4gu_01a_11r_a251_31_bed	tcga_fp_8211_01a_11r_2343_13_bed	tcga_b7_a5tj_01a_11r_a31p_31_bed	tcga_hu_a4gn_11a_12r_a251_31_bed	tcga_vq_aa69_01a_11r_a414_31_bed	tcga_br_8369_01a_11r_2343_13_bed	tcga_hf_a5nb_01a_11r_a31p_31_bed	tcga_br_7197_01a_11r_2203_13_bed	tcga_cd_8527_01a_11r_2343_13_bed	tcga_hf_7134_01a_11r_2055_13_bed	tcga_vq_a8pj_01a_11r_a414_31_bed	tcga_eq_8122_01a_11r_2343_13_bed	tcga_rd_a8mv_01a_11r_a36d_31_bed	tcga_b7_a5tk_01a_12r_a36d_31_bed	tcga_br_7901_01a_11r_2203_13_bed	tcga_vq_a8px_01a_12r_a414_31_bed	tcga_in_8663_11a_01r_2402_13_bed	tcga_vq_a8pd_01a_11r_a414_31_bed	tcga_br_8676_01a_11r_2402_13_bed	tcga_vq_aa6d_01a_11r_a414_31_bed	tcga_in_ab1v_01a_21r_a414_31_bed	tcga_hu_8244_01a_11r_2343_13_bed	tcga_br_8592_01a_11r_2402_13_bed	tcga_vq_a8e7_01b_11r_a414_31_bed	tcga_d7_6519_01a_11r_1802_13_bed	tcga_rd_a8n5_01a_12r_a36d_31_bed	tcga_hu_a4hb_01a_12r_a251_31_bed	tcga_hu_8602_01a_11r_2402_13_bed	tcga_br_7196_01a_11r_2055_13_bed	tcga_vq_a8dv_01a_12r_a36d_31_bed	tcga_cg_5721_01a_11r_1602_13_bed	tcga_br_7717_11a_01r_2055_13_bed	tcga_cd_a48c_01a_11r_a24k_31_bed	tcga_br_4357_01a_01r_1157_13_bed	tcga_br_6452_01a_12r_1802_13_bed	tcga_in_8462_01a_11r_2343_13_bed	tcga_r5_a7ze_01b_11r_a354_31_bed	tcga_br_8286_01a_12r_2343_13_bed	tcga_cg_4444_01a_01r_1157_13_bed	tcga_fp_8099_01a_11r_2343_13_bed	tcga_vq_a94p_01a_13r_a414_31_bed	tcga_in_ab1v_11a_11r_a414_31_bed	tcga_br_8686_01a_11r_2402_13_bed	tcga_hj_7597_01a_21r_2203_13_bed
CARD8:ENSG00000105483:E6.6-E6.7|ENSG00000105483:E6.3-E8.2	0.17	0	0.09	0.0	0.47	0.0	0.3	0.17	0.33	0.0	0.0	0.13	0.18	0.0	0.53	0.0	0.0	0.21	0.35	0.34	0	0	0.0	0.34	0	0.0	0.0	0.0	0.32	0.09	0.0	0.0	0.32	0.0	0.0	0.3	0.22	0.0	0.16	0.33	0.0	0.15	0.4	0.31	0	0.19	0.08	0.14	0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.46	0	0.0	0	0.0	0.12	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.29	0.0	0.21	0.0	0.0	0.27	0.0	0.0	0.21	0.34	0.11	0.22	0.29	0.0	0.19	0.15	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0	0.24	0.0	0.23	0.36	0	0.0	0.0	0.19	0.0	0.0	0.21	0.2	0	0.0	0.21	0.0	0.14	0.0	0.15	0.11	0.0	0.41	0.21	0.0	0.0	0.08	0.11	0.0	0.25	0.12	0.53	0	0.53	0.0	0.0	0	0.32	0.0	0.0	0.29	0.0	0.0	0	0.17	0.0	0.0	0.29	0	0.0	0.0	0.11	0.07	0.0	0.34	0.15	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.15	0.0	0.24	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0	0.14	0.0	0.1	0.38	0.0	0.0	0.0	0.0	0.23	0.1	0.16	0.14	0.15	0.0	0.0	0.21	0.0	0.27	0.0	0.0	0.21	0.0	0.35	0.0	0.0	0	0.0	0.0	0.0	0.0	0.13	0.27	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.14	0.0	0.19	0.17	0.0	0.0	0.38	0.27	0.0	0.25	0.24	0.0	0.11	0.0	0.12	0.0	0.0	0.21	0.0	0.1	0.0	0.19	0.29	0.0	0.1	0.0	0.0	0.18	0.08	0.27	0.0	0.18	0.12	0.21	0.0	0.21	0	0.0	0.33	0.0	0.24	0.42	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0	0.31	0.0	0.16	0.17	0.1	0.0	0.31	0.0	0.0	0.23	0.0	0.33	0.31	0.0	0.0	0.0	0.19	0.0	0.0	0.05	0.2	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.18	0.2	0.24	0.0	0.0	0.37	0.19	0	0.23	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.38	0.19	0.11	0.29	0.0	0.05	0.08	0.0	0.0	0	0.0	0.08	0	0.22	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.18	0.0	0.27	0.45	0.1	0.19	0.17	0.16	0.12	0.29	0.25	0.0	0	0.26	0.0	0.0	0.0	0.0	0.06	0.14	0.24	0.0	0	0.0	0.23	0.5	0.12	0.0	0.0	0.21	0.0	0.08	0	0	0.0	0.0	0.09	0.19	0.22	0.0	0	0.0	0.23	0.16	0.42	0.0	0.0	0.18	0	0.4	0.0	0.0	0.31	0.0	0.2	0.5	0.21	0.18	0.36	0.13	0.17	0.0	0.17	0.13	0.0	0.24	0.0	0.0	0.35	0.11	0.0	0.27	0.11	0.0	0.24	0
CARD8:ENSG00000105483:E4.1-E5.1|ENSG00000105483:E4.1-E6.1	0.8	0.95	0.58	0.75	0.69	0.82	0.76	0.82	0.73	0.87	0.84	0.65	0.63	0.59	0.86	0.44	0.93	0.79	0.66	0.83	0.88	0.71	0.41	0.88	0.93	0.65	0.49	0.79	0.79	0.75	0.86	0.76	0.75	0.74	0.62	0.73	0.62	0.77	0.72	0.88	0.89	0.58	0.75	0.9	0.97	0.51	0.47	0.77	0.81	0.9	0.51	0.7	0.63	0.68	0.96	0.84	0.81	0.68	0.83	0.84	0.71	0.93	0.92	0.73	0.76	0.77	0.76	0.9	0.83	0.79	0.74	0.87	0.84	0.76	0.62	0.65	0.75	0.6	0.55	0.76	0.67	0.81	0.72	0.77	0.62	0.68	0.85	0.84	0.74	0.78	0.72	0.73	0.85	0.6	0.67	0.94	0.68	0.66	0.92	0.83	0.88	0.63	0.66	0.63	0.75	0.91	0.76	0.84	0.72	0.78	0.75	0.81	0.87	0.77	0.65	0.69	0.79	0.72	0.79	0.75	0.72	0.69	0.73	0.75	0.84	0.65	0.79	0.78	0.77	0.86	0.73	0.83	0	0.83	0.81	0.8	0.82	0.89	0.71	0.66	0.85	0.78	0.87	0.85	0.6	0.73	0.74	0.67	0.94	0.59	0.77	0.62	0.6	0.94	0.68	0.7	0.69	0.74	0.74	0.75	0.66	0.81	0.85	0.8	0.8	0.77	0.8	0.73	0.9	0.8	0.95	0.57	0.77	0.74	0.84	0.76	0.88	0.65	0.71	0.77	0.67	0.77	0.64	0.83	0.7	0.6	0.78	0.82	0.62	0.64	0.62	0.74	0.72	0.85	0.7	0.84	0.7	0.64	0.76	0.73	0.78	0.73	0.77	0.67	0.81	0.86	0.84	0.78	0.84	0.85	0.86	0.72	0.85	0.53	0.75	0.68	0.69	0.79	0.69	0.7	0.9	0.57	0.8	0.81	0.77	0.66	0.56	0.56	0.62	0.67	0.73	0.61	0.7	0.57	0.87	0.79	0.79	0.89	0.81	0.83	0.73	0.77	0.74	0.76	0.58	0.77	0.65	0.86	0.66	0.64	0.82	0.72	0.85	0.85	0.88	0.72	0.69	0.79	0.67	0.61	0.71	0.66	0.77	0.74	0.76	0.94	0.75	0.8	0.85	0.8	0.75	0.67	0.84	0.79	0.42	0.68	0.86	0.8	0.81	0.39	0.73	0.68	0.76	0.78	0.87	0.67	0.68	0.81	0.8	0.67	0.79	0.78	0.85	0.92	0.76	0.82	0.74	0.78	0.7	0.62	0.86	0.94	0.75	0.63	0.78	0.74	0.83	0.67	0.77	0.74	0.82	0.67	0.61	0.9	0.82	0.43	0.71	0.8	0.79	0.84	0.68	0.66	0.78	0.69	0.82	0.73	0.66	0.73	0.87	0.73	0.81	0.82	0.91	0.61	0.78	0.61	0.8	0.72	0.81	0.43	0.79	0.69	0.8	0.8	0.74	0.82	0.85	0.85	0.95	0.51	0.67	0.6	0.68	0.89	0.7	0.75	0.85	0.76	0.82	0.82	0.71	0.78	0.7	0.81	0.78	0.77	0.76	0.68	0.69	0.82	0.8	0.93	0.78	0.75	0.72	0.8	0.82	0.8	0.77	0.5	0.76	0.88	0.69	0.58	0.88	0.59	0.88	0.87	0.81	0.77	0.65	0.75	0.95	0.86	0.75	0.87	0.76	0.72	0.93	0.83	0.74	0.77	0.72	0.77	0.67	0.62	0.86
